�ð�,1�����ǳ��,10�����ǳ��
2021-08-23 16:32,261.8,243
2021-08-23 16:42,259.3,253
2021-08-23 16:52,247,263
2021-08-23 17:02,257.5,243
2021-08-23 17:12,270.8,250
2021-08-23 17:22,241.1,266
2021-08-23 17:32,244,246
2021-08-23 17:42,252.8,246
2021-08-23 17:52,260,246
2021-08-23 18:02,277.8,253
2021-08-23 18:12,242,265
2021-08-23 18:22,275.9,246
2021-08-23 18:32,250.9,253
2021-08-23 18:42,239,248
2021-08-23 18:52,242,263
2021-08-23 19:02,253.9,263
2021-08-23 19:12,59.8,249
2021-08-23 19:22,118.2,211
2021-08-23 19:32,140.9,92
2021-08-23 19:42,145.2,177
2021-08-23 19:52,98.3,153
2021-08-23 20:02,272,228
2021-08-23 20:12,270.8,241
2021-08-23 20:22,236.1,236
2021-08-23 20:32,225.7,227
2021-08-23 20:42,228,221
2021-08-23 20:52,317.6,263
2021-08-23 21:02,217.2,302
2021-08-23 21:12,111.1,277
2021-08-23 21:22,248.8,191
2021-08-23 21:32,315,254
2021-08-23 21:42,295,334
2021-08-23 21:52,292,301
2021-08-23 22:02,288.4,293
2021-08-23 22:12,273.1,291
2021-08-23 22:22,289,278
2021-08-23 22:32,282,298
2021-08-23 22:42,267,286
2021-08-23 22:52,293,268
2021-08-23 23:02,317.1,282
2021-08-23 23:12,294.9,314
2021-08-23 23:22,270.1,295
2021-08-23 23:32,279.1,286
2021-08-23 23:42,253.1,274
2021-08-23 23:52,279,260
2021-08-24 0:02,41.1,284
2021-08-24 0:12,124.4,93
2021-08-24 0:22,200.9,127
2021-08-24 0:32,212,184
2021-08-24 0:42,221.2,186
2021-08-24 0:52,216.7,231
2021-08-24 1:02,346.6,200
2021-08-24 1:12,316.5,303
2021-08-24 1:22,305.3,334
2021-08-24 1:32,302.1,318
2021-08-24 1:42,310,302
2021-08-24 1:52,321,300
2021-08-24 2:02,309,314
2021-08-24 2:12,297,284
2021-08-24 2:22,326.9,300
2021-08-24 2:32,327.1,296
2021-08-24 2:42,324.8,326
2021-08-24 2:52,26.9,294
2021-08-24 3:02,101.9,348
2021-08-24 3:12,41,79
2021-08-24 3:22,194.8,42
2021-08-24 3:32,306.3,335
2021-08-24 3:42,132,292
2021-08-24 3:52,134,151
2021-08-24 4:02,132,135
2021-08-24 4:12,131,132
2021-08-24 4:22,134,131
2021-08-24 4:32,62.1,132
2021-08-24 4:42,74,97
2021-08-24 4:52,66,73
2021-08-24 5:02,55,71
2021-08-24 5:12,39,61
2021-08-24 5:22,325.1,45
2021-08-24 5:32,314,350
2021-08-24 5:42,291.1,318
2021-08-24 5:52,261,327
2021-08-24 6:02,325,295
2021-08-24 6:12,298,317
2021-08-24 6:22,287,353
2021-08-24 6:32,63,296
2021-08-24 6:42,32,326
2021-08-24 6:52,329.9,358
2021-08-24 7:02,114,329
2021-08-24 7:12,293,135
2021-08-24 7:22,299,80
2021-08-24 7:32,273,323
2021-08-24 7:42,245,280
2021-08-24 7:52,70,259
2021-08-24 8:02,69,245
2021-08-24 8:12,65,62
2021-08-24 8:22,77,89
2021-08-24 8:32,63,51
2021-08-24 8:42,72,64
2021-08-24 8:52,53,68
2021-08-24 9:02,52,53
2021-08-24 9:12,74,54
2021-08-24 9:22,67,70
2021-08-24 9:32,60,73
2021-08-24 9:42,61,61
2021-08-24 9:52,80,73
2021-08-24 10:02,86,73
2021-08-24 10:12,74,77
2021-08-24 10:22,77,71
2021-08-24 10:32,74,71
2021-08-24 10:42,76,74
2021-08-24 10:52,70,72
2021-08-24 11:02,68,63
2021-08-24 11:12,42,76
2021-08-24 11:22,66,71
2021-08-24 11:32,142,68
2021-08-24 11:42,204,130
2021-08-24 11:52,275,218
2021-08-24 12:02,162.1,254
2021-08-24 12:12,324,239
2021-08-24 12:22,350.7,24
2021-08-24 12:32,275,343
2021-08-24 12:42,342,325
2021-08-24 12:52,327,8
2021-08-24 13:02,257,325
2021-08-24 13:12,3,317
2021-08-24 13:22,18,357
2021-08-24 13:32,311,353
2021-08-24 13:42,288,346
2021-08-24 13:52,303,317
2021-08-24 14:02,157,309
2021-08-24 14:12,264,195
2021-08-24 14:22,15,228
2021-08-24 14:32,119,12
2021-08-24 14:42,125,106
2021-08-24 14:52,204,123
2021-08-24 15:02,169,192
2021-08-24 15:12,177,166
2021-08-24 15:22,215,189
2021-08-24 15:32,175,209
2021-08-24 15:42,352,209
2021-08-24 15:52,223,133
2021-08-24 16:02,199,214
2021-08-24 16:12,239,231
2021-08-24 16:22,145,221
2021-08-24 16:32,84,178
2021-08-24 16:42,290,163
2021-08-24 16:52,77,171
2021-08-24 17:02,241,142
2021-08-24 17:12,219,174
2021-08-24 17:22,268,206
2021-08-24 17:32,281,213
2021-08-24 17:42,190,261
2021-08-24 17:52,239,147
2021-08-24 18:02,241,243
2021-08-24 18:12,201,232
2021-08-24 18:22,186,192
2021-08-24 18:32,343,243
2021-08-24 18:42,92,330
2021-08-24 18:52,52,224
2021-08-24 19:02,339,123
2021-08-24 19:12,333,327
2021-08-24 19:22,187,298
2021-08-24 19:32,335,32
2021-08-24 19:42,327,350
2021-08-24 19:52,3,312
2021-08-24 20:02,304,342
2021-08-24 20:12,332,298
2021-08-24 20:22,61,348
2021-08-24 20:32,8,25
2021-08-24 20:42,296,20
2021-08-24 20:52,301,308
2021-08-24 21:02,287,312
2021-08-24 21:12,315,287
2021-08-24 21:22,301,294
2021-08-24 21:32,311,310
2021-08-24 21:42,248,296
2021-08-24 21:52,297,264
2021-08-24 22:02,299,295
2021-08-24 22:12,270,317
2021-08-24 22:22,285,286
2021-08-24 22:32,245,351
2021-08-24 22:42,333,249
2021-08-24 22:52,3.1,280
2021-08-24 23:02,259,329
2021-08-24 23:12,238,276
2021-08-24 23:22,279,279
2021-08-24 23:32,250,273
2021-08-24 23:42,250,273
2021-08-24 23:52,279,245
2021-08-25 0:02,292,301
2021-08-25 0:12,297,299
2021-08-25 0:22,334,309
2021-08-25 0:32,81,326
2021-08-25 0:42,299,204
2021-08-25 0:52,251,276
2021-08-25 1:02,4,278
2021-08-25 1:12,292,350
2021-08-25 1:22,249,322
2021-08-25 1:32,7,266
2021-08-25 1:42,327,300
2021-08-25 1:52,311,333
2021-08-25 2:02,335,300
2021-08-25 2:12,243,265
2021-08-25 2:22,250,244
2021-08-25 2:32,351,245
2021-08-25 2:42,235,271
2021-08-25 2:52,236,234
2021-08-25 3:02,229,253
2021-08-25 3:12,309,266
2021-08-25 3:22,303,297
2021-08-25 3:32,1,318
2021-08-25 3:42,242,321
2021-08-25 3:52,288,297
2021-08-25 4:02,283,301
2021-08-25 4:12,312,306
2021-08-25 4:22,292,303
2021-08-25 4:32,304,305
2021-08-25 4:42,346,307
2021-08-25 4:52,299,332
2021-08-25 5:02,352,318
2021-08-25 5:12,297,319
2021-08-25 5:22,289,293
2021-08-25 5:32,241,285
2021-08-25 5:42,291,270
2021-08-25 5:52,345,272
2021-08-25 6:02,290,347
2021-08-25 6:12,263,300
2021-08-25 6:22,306,278
2021-08-25 6:32,245,284
2021-08-25 6:42,299,270
2021-08-25 6:52,309,305
2021-08-25 7:02,7,297
2021-08-25 7:12,331,330
2021-08-25 7:22,277,349
2021-08-25 7:32,295,278
2021-08-25 7:42,17,289
2021-08-25 7:52,338,2
2021-08-25 8:02,260,313
2021-08-25 8:12,287,310
2021-08-25 8:22,271,277
2021-08-25 8:32,292,286
2021-08-25 8:42,356,260
2021-08-25 8:52,335,344
2021-08-25 9:02,75,24
2021-08-25 9:12,70,54
2021-08-25 9:22,41,64
2021-08-25 9:32,68,64
2021-08-25 9:42,76,60
2021-08-25 9:52,67,64
2021-08-25 10:02,38,67
2021-08-25 10:12,38,61
2021-08-25 10:22,50,60
2021-08-25 10:32,34,40
2021-08-25 10:42,69,53
2021-08-25 10:52,43,55
2021-08-25 11:02,65,59
2021-08-25 11:12,69,67
2021-08-25 11:22,72,68
2021-08-25 11:32,70,66
2021-08-25 11:42,56,69
2021-08-25 11:52,72,69
2021-08-25 12:02,73,66
2021-08-25 12:12,61,71
2021-08-25 12:22,68,69
2021-08-25 12:32,75,75
2021-08-25 12:42,138,63
2021-08-25 12:52,126,109
2021-08-25 13:02,145,126
2021-08-25 13:12,93,115
2021-08-25 13:22,108,93
2021-08-25 13:32,87,108
2021-08-25 13:42,85,87
2021-08-25 13:52,86,74
2021-08-25 14:02,60,81
2021-08-25 14:12,74,76
2021-08-25 14:22,15,79
2021-08-25 14:32,15,62
2021-08-25 14:42,162,43
2021-08-25 14:52,187,37
2021-08-25 15:02,22,172
2021-08-25 15:12,92,53
2021-08-25 15:22,59,84
2021-08-25 15:32,111,79
2021-08-25 15:42,131,128
2021-08-25 15:52,196,113
2021-08-25 16:02,301,179
2021-08-25 16:12,228,250
2021-08-25 16:22,192,194
2021-08-25 16:32,115,219
2021-08-25 16:42,200,102
2021-08-25 16:52,184,159
2021-08-25 17:02,11,228
2021-08-25 17:12,317,357
2021-08-25 17:22,256,326
2021-08-25 17:32,266,270
2021-08-25 17:42,251,268
2021-08-25 17:52,275,280
2021-08-25 18:02,288,261
2021-08-25 18:12,290,290
2021-08-25 18:22,279,289
2021-08-25 18:32,287,274
2021-08-25 18:42,276,289
2021-08-25 18:52,285,280
2021-08-25 19:02,263,282
2021-08-25 19:12,278,274
2021-08-25 19:22,296,275
2021-08-25 19:32,307,286
2021-08-25 19:42,291,302
2021-08-25 19:52,297,296
2021-08-25 20:02,292,300
2021-08-25 20:12,298,291
2021-08-25 20:22,304,295
2021-08-25 20:32,285,297
2021-08-25 20:42,274,284
2021-08-25 20:52,267,268
2021-08-25 21:02,285,263
2021-08-25 21:12,266,286
2021-08-25 21:22,266,272
2021-08-25 21:32,288,264
2021-08-25 21:42,278,279
2021-08-25 21:52,273,289
2021-08-25 22:02,279,261
2021-08-25 22:12,287,273
2021-08-25 22:22,263,264
2021-08-25 22:32,273,264
2021-08-25 22:42,245,268
2021-08-25 22:52,258,244
2021-08-25 23:02,247,256
2021-08-25 23:12,245,250
2021-08-25 23:22,232,246
2021-08-25 23:32,242,247
2021-08-25 23:42,242,249
2021-08-25 23:52,295,248
2021-08-26 0:02,257,276
2021-08-26 0:12,279,258
2021-08-26 0:22,282,269
2021-08-26 0:32,13,293
2021-08-26 0:42,268,306
2021-08-26 0:52,179,289
2021-08-26 1:02,284,193
2021-08-26 1:12,90,329
2021-08-26 1:22,289,24
2021-08-26 1:32,304,290
2021-08-26 1:42,219,292
2021-08-26 1:52,294,273
2021-08-26 2:02,229,253
2021-08-26 2:12,336,257
2021-08-26 2:22,290,297
2021-08-26 2:32,303,279
2021-08-26 2:42,297,296
2021-08-26 2:52,292,283
2021-08-26 3:02,310,288
2021-08-26 3:12,274,286
2021-08-26 3:22,299,277
2021-08-26 3:32,299,301
2021-08-26 3:42,296,293
2021-08-26 3:52,284,295
2021-08-26 4:02,319,292
2021-08-26 4:12,263,304
2021-08-26 4:22,292,293
2021-08-26 4:32,253,301
2021-08-26 4:42,266,269
2021-08-26 4:52,280,259
2021-08-26 5:02,290,285
2021-08-26 5:12,291,290
2021-08-26 5:22,290,293
2021-08-26 5:32,313,293
2021-08-26 5:42,301,290
2021-08-26 5:52,264,309
2021-08-26 6:02,356,271
2021-08-26 6:12,277,304
2021-08-26 6:22,317,318
2021-08-26 6:32,266,320
2021-08-26 6:42,321,274
2021-08-26 6:52,9,280
2021-08-26 7:02,273,339
2021-08-26 7:12,273,301
2021-08-26 7:22,310,259
2021-08-26 7:32,259,291
2021-08-26 7:42,274,284
2021-08-26 7:52,324,267
2021-08-26 8:02,308,288
2021-08-26 8:12,300,293
2021-08-26 8:22,138,302
2021-08-26 8:32,115,245
2021-08-26 8:42,118,132
2021-08-26 8:52,134,128
2021-08-26 9:02,117,122
2021-08-26 9:12,86,126
2021-08-26 9:22,108,99
2021-08-26 9:32,138,97
2021-08-26 9:42,119,131
2021-08-26 9:52,234,108
2021-08-26 10:02,180,198
2021-08-26 10:12,229,182
2021-08-26 10:22,200,190
2021-08-26 10:32,206,192
2021-08-26 10:42,181,199
2021-08-26 10:52,191,183
2021-08-26 11:02,174,190
2021-08-26 11:12,208,160
2021-08-26 11:22,193,200
2021-08-26 11:32,205,189
2021-08-26 11:42,157,194
2021-08-26 11:52,178,167
2021-08-26 12:02,201,170
2021-08-26 12:12,206,203
2021-08-26 12:22,185,213
2021-08-26 12:32,234,183
2021-08-26 12:42,194,189
2021-08-26 12:52,149,181
2021-08-26 13:02,162,144
2021-08-26 13:12,175,174
2021-08-26 13:22,187,190
2021-08-26 13:32,126,173
2021-08-26 13:42,275,128
2021-08-26 13:52,240,235
2021-08-26 14:02,204,140
2021-08-26 14:12,122,200
2021-08-26 14:22,239,214
2021-08-26 14:32,258,260
2021-08-26 14:42,152,259
2021-08-26 14:52,278,168
2021-08-26 15:02,227,139
2021-08-26 15:12,66,164
2021-08-26 15:22,71,226
2021-08-26 15:32,107,76
2021-08-26 15:42,129,95
2021-08-26 15:52,108,126
2021-08-26 16:02,68,109
2021-08-26 16:12,94,107
2021-08-26 16:22,138,106
2021-08-26 16:32,251,139
2021-08-26 16:42,233,196
2021-08-26 16:52,146,252
2021-08-26 17:02,270,156
2021-08-26 17:12,61,205
2021-08-26 17:22,133,101
2021-08-26 17:32,71,108
2021-08-26 17:42,355,280
2021-08-26 17:52,96,18
2021-08-26 18:02,135,111
2021-08-26 18:12,21,85
2021-08-26 18:22,326,17
2021-08-26 18:32,340,340
2021-08-26 18:42,267,327
2021-08-26 18:52,261,318
2021-08-26 19:02,122,310
2021-08-26 19:12,99,21
2021-08-26 19:22,11,320
2021-08-26 19:32,9,323
2021-08-26 19:42,292,359
2021-08-26 19:52,315,281
2021-08-26 20:02,323,309
2021-08-26 20:12,322,280
2021-08-26 20:22,316,320
2021-08-26 20:32,342,323
2021-08-26 20:42,313,327
2021-08-26 20:52,352,312
2021-08-26 21:02,309,332
2021-08-26 21:12,314,310
2021-08-26 21:22,303,308
2021-08-26 21:32,290,307
2021-08-26 21:42,326,300
2021-08-26 21:52,271,299
2021-08-26 22:02,259,308
2021-08-26 22:12,65,291
2021-08-26 22:22,244,305
2021-08-26 22:32,252,271
2021-08-26 22:42,296,275
2021-08-26 22:52,295,296
2021-08-26 23:02,312,316
2021-08-26 23:12,309,297
2021-08-26 23:22,299,311
2021-08-26 23:32,287,311
2021-08-26 23:42,266,293
2021-08-26 23:52,278,281
2021-08-27 0:02,248,277
2021-08-27 0:12,270,253
2021-08-27 0:22,282,255
2021-08-27 0:32,284,268
2021-08-27 0:42,292,279
2021-08-27 0:52,290,284
2021-08-27 1:02,303,287
2021-08-27 1:12,305,284
2021-08-27 1:22,268,299
2021-08-27 1:32,300,296
2021-08-27 1:42,290,293
2021-08-27 1:52,284,289
2021-08-27 2:02,309,284
2021-08-27 2:12,305,297
2021-08-27 2:22,299,297
2021-08-27 2:32,297,295
2021-08-27 2:42,294,294
2021-08-27 2:52,284,291
2021-08-27 3:02,295,295
2021-08-27 3:12,289,292
2021-08-27 3:22,283,292
2021-08-27 3:32,276,285
2021-08-27 3:42,304,287
2021-08-27 3:52,304,301
2021-08-27 4:02,288,301
2021-08-27 4:12,246,279
2021-08-27 4:22,289,251
2021-08-27 4:32,281,276
2021-08-27 4:42,259,281
2021-08-27 4:52,292,265
2021-08-27 5:02,288,295
2021-08-27 5:12,301,287
2021-08-27 5:22,274,295
2021-08-27 5:32,293,272
2021-08-27 5:42,265,287
2021-08-27 5:52,287,269
2021-08-27 6:02,288,284
2021-08-27 6:12,273,291
2021-08-27 6:22,284,284
2021-08-27 6:32,300,288
2021-08-27 6:42,272,279
2021-08-27 6:52,261,281
2021-08-27 7:02,264,274
2021-08-27 7:12,283,267
2021-08-27 7:22,285,272
2021-08-27 7:32,264,275
2021-08-27 7:42,281,270
2021-08-27 7:52,262,282
2021-08-27 8:02,266,277
2021-08-27 8:12,263,263
2021-08-27 8:22,261,263
2021-08-27 8:32,252,262
2021-08-27 8:42,251,255
2021-08-27 8:52,244,270
2021-08-27 9:02,248,246
2021-08-27 9:12,255,251
2021-08-27 9:22,251,249
2021-08-27 9:32,111,265
2021-08-27 9:42,322,160
2021-08-27 9:52,98,321
2021-08-27 10:02,91,118
2021-08-27 10:12,149,82
2021-08-27 10:22,73,118
2021-08-27 10:32,76,74
2021-08-27 10:42,100,108
2021-08-27 10:52,133,120
2021-08-27 11:02,234,172
2021-08-27 11:12,78,182
2021-08-27 11:22,290,63
2021-08-27 11:32,331,352
2021-08-27 11:42,283,338
2021-08-27 11:52,282,297
2021-08-27 12:02,296,286
2021-08-27 12:12,259,292
2021-08-27 12:22,267,249
2021-08-27 12:32,287,262
2021-08-27 12:42,275,272
2021-08-27 12:52,266,259
2021-08-27 13:02,272,259
2021-08-27 13:12,310,255
2021-08-27 13:22,294,286
2021-08-27 13:32,306,302
2021-08-27 13:42,249,292
2021-08-27 13:52,283,253
2021-08-27 14:02,276,288
2021-08-27 14:12,274,284
2021-08-27 14:22,319,278
2021-08-27 14:32,296,283
2021-08-27 14:42,284,285
2021-08-27 14:52,16,294
2021-08-27 15:02,313,25
2021-08-27 15:12,329,350
2021-08-27 15:22,2,330
2021-08-27 15:32,312,6
2021-08-27 15:42,301,324
2021-08-27 15:52,301,317
2021-08-27 16:02,306,313
2021-08-27 16:12,296,307
2021-08-27 16:22,270,296
2021-08-27 16:32,273,270
2021-08-27 16:42,302,259
2021-08-27 16:52,304,271
2021-08-27 17:02,272,291
2021-08-27 17:12,134,257
2021-08-27 17:22,228,186
2021-08-27 17:32,109,232
2021-08-27 17:42,43,112
2021-08-27 17:52,100,204
2021-08-27 18:02,232,149
2021-08-27 18:12,65,220
2021-08-27 18:22,89,21
2021-08-27 18:32,183,124
2021-08-27 18:42,259,162
2021-08-27 18:52,285,258
2021-08-27 19:02,287,48
2021-08-27 19:12,240,359
2021-08-27 19:22,249,210
2021-08-27 19:32,272,252
2021-08-27 19:42,220,261
2021-08-27 19:52,214,237
2021-08-27 20:02,235,234
2021-08-27 20:12,184,252
2021-08-27 20:22,238,239
2021-08-27 20:32,255,304
2021-08-27 20:42,267,262
2021-08-27 20:52,257,265
2021-08-27 21:02,265,249
2021-08-27 21:12,250,262
2021-08-27 21:22,281,251
2021-08-27 21:32,310,278
2021-08-27 21:42,230,302
2021-08-27 21:52,135,321
2021-08-27 22:02,63,239
2021-08-27 22:12,251,58
2021-08-27 22:22,273,262
2021-08-27 22:32,235,274
2021-08-27 22:42,327,252
2021-08-27 22:52,255,299
2021-08-27 23:02,254,274
2021-08-27 23:12,264,247
2021-08-27 23:22,245,255
2021-08-27 23:32,255,264
2021-08-27 23:42,268,256
2021-08-27 23:52,294,249
2021-08-28 0:02,252,280
2021-08-28 0:12,270,254
2021-08-28 0:22,253,260
2021-08-28 0:32,246,254
2021-08-28 0:42,11,247
2021-08-28 0:52,7,327
2021-08-28 1:02,350,334
2021-08-28 1:12,311,338
2021-08-28 1:22,287,311
2021-08-28 1:32,287,306
2021-08-28 1:42,297,279
2021-08-28 1:52,310,296
2021-08-28 2:02,295,299
2021-08-28 2:12,308,295
2021-08-28 2:22,307,304
2021-08-28 2:32,339,301
2021-08-28 2:42,312,316
2021-08-28 2:52,236,294
2021-08-28 3:02,304,267
2021-08-28 3:12,314,302
2021-08-28 3:22,307,293
2021-08-28 3:32,324,308
2021-08-28 3:42,300,319
2021-08-28 3:52,302,303
2021-08-28 4:02,310,301
2021-08-28 4:12,309,320
2021-08-28 4:22,285,314
2021-08-28 4:32,299,299
2021-08-28 4:42,326,305
2021-08-28 4:52,320,324
2021-08-28 5:02,317,320
2021-08-28 5:12,298,319
2021-08-28 5:22,320,313
2021-08-28 5:32,309,312
2021-08-28 5:42,270,313
2021-08-28 5:52,312,281
2021-08-28 6:02,284,304
2021-08-28 6:12,276,296
2021-08-28 6:22,282,285
2021-08-28 6:32,290,289
2021-08-28 6:42,299,289
2021-08-28 6:52,293,299
2021-08-28 7:02,275,286
2021-08-28 7:12,282,280
2021-08-28 7:22,276,283
2021-08-28 7:32,278,279
2021-08-28 7:42,278,276
2021-08-28 7:52,305,258
2021-08-28 8:02,255,294
2021-08-28 8:12,277,271
2021-08-28 8:22,261,277
2021-08-28 8:32,262,267
2021-08-28 8:42,256,263
2021-08-28 8:52,256,255
2021-08-28 9:02,249,263
2021-08-28 9:12,256,261
2021-08-28 9:22,271,254
2021-08-28 9:32,255,261
2021-08-28 9:42,155,255
2021-08-28 9:52,294,188
2021-08-28 10:02,256,264
2021-08-28 10:12,310,276
2021-08-28 10:22,276,298
2021-08-28 10:32,215,289
2021-08-28 10:42,182,233
2021-08-28 10:52,254,171
2021-08-28 11:02,157,225
2021-08-28 11:12,201,214
2021-08-28 11:22,195,198
2021-08-28 11:32,190,189
2021-08-28 11:42,215,195
2021-08-28 11:52,119,210
2021-08-28 12:02,205,161
2021-08-28 12:12,176,197
2021-08-28 12:22,209,184
2021-08-28 12:32,190,200
2021-08-28 12:42,185,184
2021-08-28 12:52,187,197
2021-08-28 13:02,151,199
2021-08-28 13:12,177,165
2021-08-28 13:22,187,200
2021-08-28 13:32,2,188
2021-08-28 13:42,216,208
2021-08-28 13:52,93,202
2021-08-28 14:02,226,140
2021-08-28 14:12,183,175
2021-08-28 14:22,94,176
2021-08-28 14:32,114,133
2021-08-28 14:42,186,137
2021-08-28 14:52,146,176
2021-08-28 15:02,171,183
2021-08-28 15:12,104,169
2021-08-28 15:22,58,137
2021-08-28 15:32,146,114
2021-08-28 15:42,209,173
2021-08-28 15:52,161,172
2021-08-28 16:02,144,166
2021-08-28 16:12,95,157
2021-08-28 16:22,99,155
2021-08-28 16:32,186,141
2021-08-28 16:42,308,181
2021-08-28 16:52,264,250
2021-08-28 17:02,289,281
2021-08-28 17:12,260,307
2021-08-28 17:22,275,283
2021-08-28 17:32,315,282
2021-08-28 17:42,357,290
2021-08-28 17:52,256,331
2021-08-28 18:02,300,276
2021-08-28 18:12,261,272
2021-08-28 18:22,289,269
2021-08-28 18:32,286,259
2021-08-28 18:42,279,281
2021-08-28 18:52,256,277
2021-08-28 19:02,258,246
2021-08-28 19:12,296,259
2021-08-28 19:22,317,269
2021-08-28 19:32,283,346
2021-08-28 19:42,288,294
2021-08-28 19:52,309,286
2021-08-28 20:02,289,304
2021-08-28 20:12,267,278
2021-08-28 20:22,265,273
2021-08-28 20:32,290,275
2021-08-28 20:42,294,293
2021-08-28 20:52,252,293
2021-08-28 21:02,290,278
2021-08-28 21:12,293,286
2021-08-28 21:22,292,292
2021-08-28 21:32,263,300
2021-08-28 21:42,267,275
2021-08-28 21:52,285,260
2021-08-28 22:02,254,283
2021-08-28 22:12,274,264
2021-08-28 22:22,267,270
2021-08-28 22:32,276,262
2021-08-28 22:42,245,276
2021-08-28 22:52,268,256
2021-08-28 23:02,299,260
2021-08-28 23:12,283,279
2021-08-28 23:22,276,281
2021-08-28 23:32,290,281
2021-08-28 23:42,266,294
2021-08-28 23:52,287,280
2021-08-29 0:02,246,286
2021-08-29 0:12,293,283
2021-08-29 0:22,266,265
2021-08-29 0:32,304,267
2021-08-29 0:42,321,293
2021-08-29 0:52,318,300
2021-08-29 1:02,309,335
2021-08-29 1:12,316,311
2021-08-29 1:22,313,309
2021-08-29 1:32,285,314
2021-08-29 1:42,319,280
2021-08-29 1:52,303,316
2021-08-29 2:02,287,298
2021-08-29 2:12,329,282
2021-08-29 2:22,268,292
2021-08-29 2:32,322,290
2021-08-29 2:42,324,313
2021-08-29 2:52,304,332
2021-08-29 3:02,277,277
2021-08-29 3:12,307,285
2021-08-29 3:22,307,315
2021-08-29 3:32,355,296
2021-08-29 3:42,282,320
2021-08-29 3:52,258,322
2021-08-29 4:02,255,269
2021-08-29 4:12,254,258
2021-08-29 4:22,256,251
2021-08-29 4:32,296,284
2021-08-29 4:42,317,300
2021-08-29 4:52,310,295
2021-08-29 5:02,307,327
2021-08-29 5:12,249,308
2021-08-29 5:22,259,280
2021-08-29 5:32,314,259
2021-08-29 5:42,1,309
2021-08-29 5:52,344,332
2021-08-29 6:02,323,330
2021-08-29 6:12,298,324
2021-08-29 6:22,287,291
2021-08-29 6:32,285,294
2021-08-29 6:42,299,291
2021-08-29 6:52,302,286
2021-08-29 7:02,298,301
2021-08-29 7:12,295,304
2021-08-29 7:22,301,295
2021-08-29 7:32,299,300
2021-08-29 7:42,243,290
2021-08-29 7:52,253,253
2021-08-29 8:02,279,273
2021-08-29 8:12,254,271
2021-08-29 8:22,297,250
2021-08-29 8:32,266,299
2021-08-29 8:42,280,274
2021-08-29 8:52,272,282
2021-08-29 9:02,243,267
2021-08-29 9:12,242,255
2021-08-29 9:22,284,257
2021-08-29 9:32,289,265
2021-08-29 9:42,255,284
2021-08-29 9:52,248,270
2021-08-29 10:02,258,247
2021-08-29 10:12,265,256
2021-08-29 10:22,301,263
2021-08-29 10:32,287,288
2021-08-29 10:42,270,287
2021-08-29 10:52,257,280
2021-08-29 11:02,290,265
2021-08-29 11:12,274,277
2021-08-29 11:22,277,274
2021-08-29 11:32,294,281
2021-08-29 11:42,292,299
2021-08-29 11:52,273,328
2021-08-29 12:02,269,260
2021-08-29 12:12,292,255
2021-08-29 12:22,284,275
2021-08-29 12:32,242,272
2021-08-29 12:42,252,245
2021-08-29 12:52,274,253
2021-08-29 13:02,262.5,262
2021-08-29 13:12,280,256
2021-08-29 13:22,264.5,267
2021-08-29 13:32,244,269
2021-08-29 13:42,202,250
2021-08-29 13:52,165.3,236
2021-08-29 14:02,203.5,198
2021-08-29 14:12,26,217
2021-08-29 14:22,204.5,213
2021-08-29 14:32,178.5,186
2021-08-29 14:42,195.5,161
2021-08-29 14:52,181,197
2021-08-29 15:02,183.5,183
2021-08-29 15:12,235.5,183
2021-08-29 15:22,204.5,235
2021-08-29 15:32,274.5,225
2021-08-29 15:42,244,224
2021-08-29 15:52,235,227
2021-08-29 16:02,210.5,244
2021-08-29 16:12,185.6,220
2021-08-29 16:22,269.1,198
2021-08-29 16:32,182.9,233
2021-08-29 16:42,199.9,216
2021-08-29 16:52,168,200
2021-08-29 17:02,202.4,201
2021-08-29 17:12,198.4,205
2021-08-29 17:22,141.6,188
2021-08-29 17:32,80.1,200
2021-08-29 17:42,102,92
2021-08-29 17:52,68.5,79
2021-08-29 18:02,53.4,76
2021-08-29 18:12,62.8,63
2021-08-29 18:22,21.4,69
2021-08-29 18:32,294,32
2021-08-29 18:42,264.3,322
2021-08-29 18:52,335.8,274
2021-08-29 19:02,283.1,286
2021-08-29 19:12,304.1,290
2021-08-29 19:22,307,293
2021-08-29 19:32,295.1,313
2021-08-29 19:42,303.5,303
2021-08-29 19:52,299.8,303
2021-08-29 20:02,298.3,301
2021-08-29 20:12,301.9,299
2021-08-29 20:22,303.2,299
2021-08-29 20:32,292.1,305
2021-08-29 20:42,287.5,293
2021-08-29 20:52,304.7,291
2021-08-29 21:02,310.4,297
2021-08-29 21:12,297.7,314
2021-08-29 21:22,267.4,305
2021-08-29 21:32,244.8,284
2021-08-29 21:42,301.4,250
2021-08-29 21:52,312.6,291
2021-08-29 22:02,327.5,304
2021-08-29 22:12,308.9,311
2021-08-29 22:22,304,311
2021-08-29 22:32,304.1,310
2021-08-29 22:42,297,298
2021-08-29 22:52,300.1,301
2021-08-29 23:02,288.3,305
2021-08-29 23:12,268.9,300
2021-08-29 23:22,260.8,277
2021-08-29 23:32,274.1,265
2021-08-29 23:42,271,280
2021-08-29 23:52,257.9,273
2021-08-30 0:02,277.4,262
2021-08-30 0:12,263.8,261
2021-08-30 0:22,263.9,266
2021-08-30 0:32,275.7,271
2021-08-30 0:42,252.9,276
2021-08-30 0:52,255.9,260
2021-08-30 1:02,253.9,252
